,target,test_prob,test_obj,0.25_test_obj,0.75_test_obj,mv_prob,mv_obj,0.25_mv_obj,0.75_mv_obj,pre_prob,pre_obj,0.25_pre_obj,0.75_pre_obj,dro_prob,dro_obj,0.25_dro_obj,0.75_dro_obj,nonrob_prob,nonrob_obj,scenario_prob,scenario_obj,0.25_nonrob_obj,0.75_nonrob_obj,0.25_scenario_obj,0.75_scenario_obj
0,0.01,0.0232,-0.8288531313088159,-0.8378979231255641,-0.8194392302617618,0.024600000000000004,-0.7958272536322637,-0.7984361194331314,-0.7850581860315446,0.021400000000000002,-0.801286387172983,-0.8094783970716394,-0.7971304787026706,0.023399999999999997,-0.8081708696750214,-0.8148822244319656,-0.7950161802703499,0.6138176255984036,-0.8531601023887451,0.2561148211707565,-0.8019260797022062,-0.8748378611643259,-0.8215205283586915,-0.8176408613271479,-0.7883115643567356
0,0.02,0.030400000000000003,-0.8293478001748023,-0.8378979231255641,-0.8197094517167052,0.034199999999999994,-0.7975616107270048,-0.7990296225221819,-0.7867546706701882,0.029800000000000004,-0.802539912914833,-0.8104863160906046,-0.798362200024866,0.030200000000000005,-0.8090772524907518,-0.816061460172926,-0.7956672151431148,0.6138176255984036,-0.8531601023887451,0.2561148211707565,-0.8019260797022062,-0.8748378611643259,-0.8215205283586915,-0.8176408613271479,-0.7883115643567356
0,0.03,0.0388,-0.8295978446111689,-0.8376975213701687,-0.8198035614274104,0.0392,-0.7983803710858237,-0.7994212327343087,-0.786905836092022,0.0324,-0.8028045020244043,-0.81075818412242,-0.7987140057823511,0.0334,-0.8094477475057579,-0.816165909647442,-0.7966022174532456,0.6138176255984036,-0.8531601023887451,0.2561148211707565,-0.8019260797022062,-0.8748378611643259,-0.8215205283586915,-0.8176408613271479,-0.7883115643567356
0,0.05,0.06659999999999999,-0.8330761643345962,-0.845673088314584,-0.8202950953179248,0.074,-0.8017298382278378,-0.8019446391443454,-0.7916459818983472,0.05720000000000001,-0.8052376655135166,-0.8130071566424086,-0.8003466474407134,0.053200000000000004,-0.8114708736423413,-0.8194845235201513,-0.7977148099668943,0.6138176255984036,-0.8531601023887451,0.2561148211707565,-0.8019260797022062,-0.8748378611643259,-0.8215205283586915,-0.8176408613271479,-0.7883115643567356
0,0.08,0.09720000000000001,-0.8342848987873979,-0.8456276465177385,-0.8229372069214405,0.1116,-0.8057363499734752,-0.8057899382886151,-0.7956063409607753,0.08660000000000001,-0.808048153112245,-0.8153675258304252,-0.8017328226876951,0.08720000000000001,-0.8149059132899084,-0.8216558559483614,-0.8042841117089349,0.6138176255984036,-0.8531601023887451,0.2561148211707565,-0.8019260797022062,-0.8748378611643259,-0.8215205283586915,-0.8176408613271479,-0.7883115643567356
0,0.1,0.12019999999999997,-0.8343056574192733,-0.8458875023713212,-0.8240895244188038,0.13219999999999998,-0.8085448225733195,-0.8071789315382294,-0.7999771434930747,0.0992,-0.8091253714047447,-0.8158982385926931,-0.8021304461851682,0.10439999999999998,-0.8165341955076875,-0.823008061544648,-0.806712735002288,0.6138176255984036,-0.8531601023887451,0.2561148211707565,-0.8019260797022062,-0.8748378611643259,-0.8215205283586915,-0.8176408613271479,-0.7883115643567356
0,0.12,0.1424,-0.833642232229044,-0.8431747124765273,-0.8226434752838363,0.148,-0.8104661873430438,-0.8091591206406166,-0.8016710603037388,0.1236,-0.8108957147253394,-0.8174246970598543,-0.802738825118274,0.11580000000000001,-0.8180419928940428,-0.823907928342654,-0.8082659333554069,0.6138176255984036,-0.8531601023887451,0.2561148211707565,-0.8019260797022062,-0.8748378611643259,-0.8215205283586915,-0.8176408613271479,-0.7883115643567356
0,0.15,0.16339999999999996,-0.8325308403006343,-0.8420809766018211,-0.8241845818456653,0.1758,-0.8152250652754958,-0.8149611267552093,-0.8058408195601772,0.1608,-0.8138030777416226,-0.8197580888612375,-0.8061975693549261,0.1426,-0.820911990924596,-0.8292408795873863,-0.8099385640287524,0.6138176255984036,-0.8531601023887451,0.2561148211707565,-0.8019260797022062,-0.8748378611643259,-0.8215205283586915,-0.8176408613271479,-0.7883115643567356
0,0.18,0.20060000000000003,-0.8357445797250547,-0.8466886166975909,-0.8250269293505768,0.2032,-0.819348897803345,-0.819678347568055,-0.809741979337524,0.1944,-0.8163309036178792,-0.822182953034921,-0.8121825744183386,0.17339999999999997,-0.8252066769379149,-0.83267707147167,-0.8116851660469856,0.6138176255984036,-0.8531601023887451,0.2561148211707565,-0.8019260797022062,-0.8748378611643259,-0.8215205283586915,-0.8176408613271479,-0.7883115643567356
0,0.2,0.2142,-0.8356293177401447,-0.8464775333525283,-0.8262785974376008,0.22519999999999998,-0.8235340105410881,-0.8253004488590591,-0.8131641260008707,0.219,-0.8184356473722485,-0.8243432643970223,-0.8147722627035742,0.19019999999999998,-0.8278333374763933,-0.8361566239570997,-0.8138257162270989,0.6138176255984036,-0.8531601023887451,0.2561148211707565,-0.8019260797022062,-0.8748378611643259,-0.8215205283586915,-0.8176408613271479,-0.7883115643567356
