,target,test_prob,test_obj,0.25_test_obj,0.75_test_obj,test_prob_o,test_obj_o,0.25_test_obj_o,0.75_test_obj_o,mv_prob,mv_obj,0.25_mv_obj,0.75_mv_obj,pre_prob,pre_obj,0.25_pre_obj,0.75_pre_obj,dro_prob,dro_obj,0.25_dro_obj,0.75_dro_obj,nonrob_prob,nonrob_obj,scenario_prob,scenario_obj,0.25_nonrob_obj,0.75_nonrob_obj,0.25_scenario_obj,0.75_scenario_obj,lcx_prob,lcx_obj,0.25_lcx_obj,0.75_lcx_obj,test_avg,test_avg_o,test_avg_mv,test_avg_pre,test_avg_lcx,test_avg_dro,test_avg_scene
0,0.0,0.0,-0.6014012482265244,-0.6126881131564359,-0.5757001219821765,0.0,-0.5596893970566981,-0.5820433971851481,-0.5555489062288186,0.0034000000000000002,-0.6064011255810535,-0.6116509465675869,-0.601733735261026,0.011000000000000001,-0.6334828926653746,-0.6400524491480015,-0.6269762634614505,0.0048000000000000004,-0.5347517903098494,-0.5444652471209142,-0.5300587891920548,0.6596945605341407,0.31496613473971824,0.477694364966479,-0.43803576006855316,0.28381145527739904,0.3750804127668632,-0.4684547383964868,-0.42305121802800133,0.000604765604765604,-0.3933037129017263,-0.40749350356615793,-0.37545053250734106,-0.8622946307518113,-0.8389475266093573,-0.8000883636593524,-0.803644363597033,-0.822599715187877,-0.8033715805527809,-0.8305687976404389
0,0.01,0.0,-0.6014012482265244,-0.6126881131564359,-0.5757001219821765,0.0006000000000000001,-0.531342242127337,-0.5707727998522028,-0.47952474368104,0.009000000000000003,-0.6091575181249328,-0.612349900515146,-0.6054830474437575,0.0122,-0.6337388676635194,-0.6409994630157525,-0.6270081657336468,0.0126,-0.5350441525073635,-0.5433562548989218,-0.5308865029517091,0.6596945605341407,0.31496613473971824,0.477694364966479,-0.43803576006855316,0.28381145527739904,0.3750804127668632,-0.4684547383964868,-0.42305121802800133,0.000604765604765604,-0.3933037129017263,-0.40749350356615793,-0.37545053250734106,-0.8622946307518113,-0.8487561833924151,-0.8062262191530285,-0.8040674004592605,-0.822599715187877,-0.8093648532774711,-0.8305687976404389
0,0.02,0.017,-0.5765961701283759,-0.5936999885296712,-0.5624009195088496,0.0006000000000000001,-0.531342242127337,-0.5707727998522028,-0.47952474368104,0.015400000000000002,-0.6104040711113674,-0.6125209408729346,-0.6058980109232127,0.0248,-0.6358641990345177,-0.6431942397975632,-0.6306842403781385,0.022,-0.5346979573219108,-0.5423823237760104,-0.5326531811827386,0.6596945605341407,0.31496613473971824,0.477694364966479,-0.43803576006855316,0.28381145527739904,0.3750804127668632,-0.4684547383964868,-0.42305121802800133,0.000604765604765604,-0.3933037129017263,-0.40749350356615793,-0.37545053250734106,-0.8736930451093696,-0.8487561833924151,-0.8109024553130609,-0.8077607137982028,-0.822599715187877,-0.815003316098829,-0.8305687976404389
0,0.03,0.027000000000000003,-0.5769300084439607,-0.5971734959823132,-0.5619401434054956,0.0006000000000000001,-0.531342242127337,-0.5707727998522028,-0.47952474368104,0.0252,-0.6106580647248568,-0.6132619308480427,-0.605682557059416,0.0338,-0.6368123460674588,-0.6446467197088661,-0.6310012509795838,0.030200000000000005,-0.5340492241370975,-0.5414323680972548,-0.5323174323833565,0.6596945605341407,0.31496613473971824,0.477694364966479,-0.43803576006855316,0.28381145527739904,0.3750804127668632,-0.4684547383964868,-0.42305121802800133,0.000604765604765604,-0.3933037129017263,-0.40749350356615793,-0.37545053250734106,-0.8739211962479928,-0.8487561833924151,-0.814005992125996,-0.8093774476204946,-0.822599715187877,-0.8191135344186323,-0.8305687976404389
0,0.05,0.046599999999999996,-0.5735267535185061,-0.595057644267751,-0.5602890787235326,0.0006000000000000001,-0.531342242127337,-0.5707727998522028,-0.47952474368104,0.044399999999999995,-0.6107814202118207,-0.6153224337683006,-0.6045559334724538,0.0512,-0.6394835536899165,-0.6483733838086073,-0.6318737233253413,0.051000000000000004,-0.5311541403452483,-0.5343385538250096,-0.5284879574199006,0.6596945605341407,0.31496613473971824,0.477694364966479,-0.43803576006855316,0.28381145527739904,0.3750804127668632,-0.4684547383964868,-0.42305121802800133,0.000604765604765604,-0.3933037129017263,-0.40749350356615793,-0.37545053250734106,-0.8747332570640889,-0.8487561833924151,-0.8205272000486158,-0.8136343149725501,-0.822599715187877,-0.8272749449216296,-0.8305687976404389
0,0.08,0.0824,-0.5705709697210477,-0.5902199265570252,-0.5556834204471893,0.0006000000000000001,-0.531342242127337,-0.5707727998522028,-0.47952474368104,0.06659999999999999,-0.6097905316745581,-0.6154929163551777,-0.6023391122218302,0.0842,-0.6419759105092078,-0.6524232389008772,-0.6334451900558353,0.07680000000000001,-0.5278694868562337,-0.5336349828639138,-0.5233837327948216,0.6596945605341407,0.31496613473971824,0.477694364966479,-0.43803576006855316,0.28381145527739904,0.3750804127668632,-0.4684547383964868,-0.42305121802800133,0.000604765604765604,-0.3933037129017263,-0.40749350356615793,-0.37545053250734106,-0.8760872061073293,-0.8487561833924151,-0.8269292440686892,-0.81918874402034,-0.822599715187877,-0.8330598685087567,-0.8305687976404389
0,0.1,0.0986,-0.5743843800538672,-0.5910615894044781,-0.5555437308583928,0.0006000000000000001,-0.531342242127337,-0.5707727998522028,-0.47952474368104,0.08739999999999999,-0.6080543907675612,-0.6149199974719762,-0.600030635425079,0.10800000000000001,-0.642537395907605,-0.651371470290821,-0.633530886619641,0.096,-0.5241782229373244,-0.5319765597480027,-0.5168464984345036,0.6596945605341407,0.31496613473971824,0.477694364966479,-0.43803576006855316,0.28381145527739904,0.3750804127668632,-0.4684547383964868,-0.42305121802800133,0.000604765604765604,-0.3933037129017263,-0.40749350356615793,-0.37545053250734106,-0.8781623959441427,-0.8487561833924151,-0.8317723097636911,-0.8224855144603141,-0.822599715187877,-0.8384690861583284,-0.8305687976404389
0,0.12,0.11220000000000001,-0.5727665528507161,-0.585640145163606,-0.5572039710139214,0.0006000000000000001,-0.531342242127337,-0.5707727998522028,-0.47952474368104,0.1068,-0.6052192345336975,-0.6127383198909383,-0.5972097403749681,0.1286,-0.6421226682996846,-0.6480475653533695,-0.632533536023882,0.12279999999999999,-0.519695811814966,-0.5290032817068486,-0.5100737269889035,0.6596945605341407,0.31496613473971824,0.477694364966479,-0.43803576006855316,0.28381145527739904,0.3750804127668632,-0.4684547383964868,-0.42305121802800133,0.000604765604765604,-0.3933037129017263,-0.40749350356615793,-0.37545053250734106,-0.8755238758453198,-0.8487561833924151,-0.8367270083499172,-0.825606407772608,-0.822599715187877,-0.8432878794928784,-0.8305687976404389
0,0.15,0.1378,-0.5643752129121861,-0.5854283396339444,-0.5517437465554934,0.0006000000000000001,-0.531342242127337,-0.5707727998522028,-0.47952474368104,0.13879999999999998,-0.6013530140887567,-0.6108034237765718,-0.5909010962430861,0.1604,-0.6409018509165187,-0.646568692839513,-0.6315811202230506,0.1546,-0.5128120300523744,-0.5244406889704469,-0.5012417089660242,0.6596945605341407,0.31496613473971824,0.477694364966479,-0.43803576006855316,0.28381145527739904,0.3750804127668632,-0.4684547383964868,-0.42305121802800133,0.000604765604765604,-0.3933037129017263,-0.40749350356615793,-0.37545053250734106,-0.8765149450018843,-0.8487561833924151,-0.8415721860918615,-0.8306302587725607,-0.822599715187877,-0.8486885606702049,-0.8305687976404389
0,0.18,0.1614,-0.5612364596690333,-0.5912528165288728,-0.5357501625351482,0.0006000000000000001,-0.531342242127337,-0.5707727998522028,-0.47952474368104,0.16939999999999997,-0.5970203173812483,-0.6086573248204924,-0.5859981737033793,0.18579999999999997,-0.6392019787295494,-0.6452577119553273,-0.6308994607507223,0.18139999999999998,-0.5034719525365414,-0.5166309200041711,-0.48659444877471436,0.6596945605341407,0.31496613473971824,0.477694364966479,-0.43803576006855316,0.28381145527739904,0.3750804127668632,-0.4684547383964868,-0.42305121802800133,0.000604765604765604,-0.3933037129017263,-0.40749350356615793,-0.37545053250734106,-0.8773802463736684,-0.8487561833924151,-0.8471045175360381,-0.8347403246451641,-0.822599715187877,-0.8540558394623956,-0.8305687976404389
